Consecutive number,"Connection
device identifier(full)","cable
Type/connections number/RCS",Connection: Type designation,Connection color / number,Connection: Cross-section / diameter,Length (full),source,target,Wire termination processing source,Wire termination processing target,Routing direction source,Routing direction target,Bundle,Layout space: Routing track,Connection designation,Remark
1262,=Q15+K1-W211,"?LFLEX? CLASSIC 110 CY 2x1,5 mm?",,1,"1,5",,=Q15+K1.B1-X21:3:5,=Q15+K1.G1-G2:1,,,,,,,,
1263,=Q15+S1-W115,"?LFLEX? CLASSIC 110 3x1,5 mm?",,,"1,5",1 m,=+:Emission,=Q15+S1-A1-X1:1:3,,,,,,,,
1264,=Q15+S1-W115,"?LFLEX? CLASSIC 110 3x1,5 mm?",,2,"2,5",1 m,=+:PE,=Q15+S1-A1-X1:2:3,,,,,,,,
1265,=Q15+S1-W115,"?LFLEX? CLASSIC 110 3x1,5 mm?",,3,"2,5",1 m,=+:Keeper,=Q15+S1-A1-X1:3:3,,,,,,,,
1266,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:A:3,=Q15+S1-A1-K1:A1,,,,,,,,
1267,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1,=Q15+S1-A1-C1,,,,,,,,
1268,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-K1:A2,=Q15+S1-A1:B:3,,,,,,,,
1269,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C1,=Q15+S1-A1:1:4,,,,,,,,
1270,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:1:4,=Q15+S1-A1-L1,,,,,,,,
1271,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L1,=Q15+S1-A1-0:12,,,,,,,,
1272,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1,=Q15+S1-A1:C:3,,,,,,,,
1273,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C2,=Q15+S1-A1,,,,,,,,
1274,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L1,=Q15+S1-A1-C2,,,,,,,,
1275,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-0:11,=Q15+S1-A1:D:3,,,,,,,,
1276,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-0:14,=Q15+S1-A1-L2,,,,,,,,
1277,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:2:4,=Q15+S1-A1,,,,,,,,
1278,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L2,=Q15+S1-A1,,,,,,,,
1279,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L3,=Q15+S1-A1:E:3,,,,,,,,
1280,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:E:3,=Q15+S1-A1-C4,,,,,,,,
1281,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1:3:4,=Q15+S1-A1-L3,,,,,,,,
1282,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-L3,=Q15+S1-A1-C3,,,,,,,,
1283,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C4,=Q15+S1-A1,,,,,,,,
1284,=+,,H05V-K,BU,"0,5",,=Q15+S1-A1-C3,=Q15+S1-A1-C2,,,,,,,,
1285,=A02+I1-W303,"UNITRONIC? LiYY 25x0,25",,GY,"0,25",10 m,=A02+S1-A21-X1:5,=A02+K1.B1-X20-X20.1M:5,,,,,,,,
1286,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:12,=A02+K1.B1-X20-X20.1F:5,,,,,,,,
1287,=A02+I1-W303,"UNITRONIC? LiYY 25x0,25",,PK,"0,25",10 m,=A02+S1-A21-X1:6,=A02+K1.B1-X20-X20.1M:6,,,,,,,,
1288,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:13,=A02+K1.B1-X20-X20.1F:6,,,,,,,,
1289,=+,,H05V-K,BU,"0,5",,=A02+K1.B1-X21-X21.6F:5,=Q15+K1.B1-W5(-P2):P2:2,,,,,,,,
1290,=Q15+I1-W301,"?LFLEX? CLASSIC 110 3x0,5 mm?",,2,0.5,6 m,=Q15+S1-Y1:2,=A02+K1.B1-X21-X21.6M:5,,,,,,,,
1291,=Q15+I1-W301,"?LFLEX? CLASSIC 110 3x0,5 mm?",,1,0.5,10 m,=A02+K1.B1-X21-X21.6M:4,=Q15+S1-Y1:1,,,,,,,,
1292,=+,,H05V-K,BU,"0,5",,=Q15+K1.B1-A1:14,=A02+K1.B1-X21-X21.6F:4,,,,,,,,
1293,=Q15+I1-W301,"?LFLEX? CLASSIC 110 3x0,5 mm?",,GNYE,0.5,10 m,=A02+K1.B1-X21-X21.6M:6,=Q15+S1-Y1:PE,,,,,,,,
1294,=+,,H07V-K,BU,"1,5",,=Q15+K1.B1-V1:2.1,=Q15+K1.B1-W5(-P1):X1:9,,,,,,,,
1295,=+,,H07V-K,BU,4,,=A02+K1.B1-W6(-P2):X1:6,=Q15+K1.B1-W5(-P2):X1:9,,,,,,,,
1296,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:2,=S02+K1.H1-V1.1:1,,,,,,,,
1297,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q1:1,=A02+K1.H2-W4:4L1,,,,,,,,
1298,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:4,=S02+K1.H1-V1.2:1,,,,,,,,
1299,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q1:3,=A02+K1.H2-W4:4L2,,,,,,,,
1300,=+,,H07V-K,BK,6,,=S02+K1.H2-Q1:6,=S02+K1.H1-V1.3:1,,,,,,,,
1301,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W4:4L3,=S02+K1.H2-Q1:5,,,,,,,,
1302,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:2,=S02+K1.H1-V2.1:1,,,,,,,,
1303,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q2:1,=A02+K1.H2-W4:4L1,,,,,,,,
1304,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:4,=S02+K1.H1-V2.2:1,,,,,,,,
1305,=+,,H05V-K,direkt verbunden,"0,5",,=S02+K1.H2-Q2:3,=A02+K1.H2-W4:4L2,,,,,,,,
1306,=+,,H07V-K,BK,6,,=S02+K1.H2-Q2:6,=S02+K1.H1-V2.3:1,,,,,,,,
1307,=+,,H05V-K,direkt verbunden,"0,5",,=A02+K1.H2-W4:4L3,=S02+K1.H2-Q2:5,,,,,,,,
1308,=+,,H05V-K,BU,"0,5",,=S02+K1.H2-Q1:14,=S02+K1.B1-A1:1,,,,,,,,
1309,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H2-Q1:13,,,,,,,,
1310,=+,,H05V-K,BU,"0,5",,=S02+K1.H2-Q2:14,=S02+K1.B1-A1:5,,,,,,,,
1311,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H2-Q2:13,,,,,,,,
1312,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V1.1:PE,,,,,,,,
1313,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.1:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1314,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.1:A1,=S02+K1.B1-A1:10,,,,,,,,
1315,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:14,=S02+K1.H1-V1.2:PE,,,,,,,,
1316,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.2:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1317,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.2:A1,=S02+K1.B1-A1:11,,,,,,,,
1318,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V1.3:PE,,,,,,,,
1319,=+,,H07V-K,BK,6,,=S02+K1.H1-V1.3:2,=S02+K1.H1-F1.3:1,,,,,,,,
1320,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.3:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1321,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V1.3:A1,=S02+K1.B1-A1:12,,,,,,,,
1322,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-A1:12,=S02+K1.H1-V2.1:A1,,,,,,,,
1323,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.1:A1,=S02+K1.H1-V2.2:A1,,,,,,,,
1324,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.13:2,=S02+S1-E1.1,,,,,,,,
1325,=+,,H05V-K,,,,=S02+S1-E1.1,=S02+S1-E1.13:1,,,,,,,,
1326,=+,,,,,,=S02+K1.D2-X11:1,=S02+K1.D2-X11:1,,,,,,,,
1327,=S02+I1-W120,"?LFLEX? CLASSIC 110 5x1,5 mm?",,1,"1,5",10 m,=S02+K1.D2-X11:1,=S02+S1-E1.1:RD,,,,,,,,
1328,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:2,=S02+K1.D2-X11:1,,,,,,,,
1329,=+,,H07V-K,BK,6,,=S02+K1.H1-F1.1:1,=S02+K1.H1-V1.1:2,,,,,,,,
1330,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.12:2,=S02+S1-E1.1,,,,,,,,
1331,=+,,H05V-K,,,,=S02+S1-E1.1,=S02+S1-E1.12:1,,,,,,,,
1332,=+,,,,,,=S02+K1.D2-X11:2,=S02+K1.D2-X11:2,,,,,,,,
1333,=S02+I1-W120,"?LFLEX? CLASSIC 110 5x1,5 mm?",,2,"1,5",10 m,=S02+K1.D2-X11:2,=S02+S1-E1.1:YE,,,,,,,,
1334,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X11:2,=S02+K1.H1-F1.2:2,,,,,,,,
1335,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:4,=S02+K1.D2-X12:1,,,,,,,,
1336,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.1:5,=S02+K1.H1-F1.1:3,,,,,,,,
1337,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.1:3,=S02+K1.H1-F1.1:1,,,,,,,,
1338,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.1:6,=S02+K1.D2-X13:1,,,,,,,,
1339,=S02+I1-W120,"?LFLEX? CLASSIC 110 5x1,5 mm?",,GNYE,"1,5",10 m,=S02+K1.D2-X11:PE,=S02+S1-E1.1:CASE,,,,,,,,
1340,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:PE,=S02+K1.D2-X11:PE,,,,,,,,
1341,=+,,,,,,=S02+K1.D2-X11:3,=S02+K1.D2-X11:3,,,,,,,,
1342,=S02+I1-W120,"?LFLEX? CLASSIC 110 5x1,5 mm?",,3,"1,5",10 m,=S02+K1.D2-X11:3,=S02+S1-E1.1:YE,,,,,,,,
1343,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:11,=S02+K1.D2-X11:3,,,,,,,,
1344,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:3,=S02+K1.D2-X11:4,,,,,,,,
1345,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X11:4,=S02+K1.D2-X21:4,,,,,,,,
1346,=+,,,,,,=S02+K1.D2-X11:4,=S02+K1.D2-X11:4,,,,,,,,
1347,=S02+I1-W120,"?LFLEX? CLASSIC 110 5x1,5 mm?",,4,"1,5",10 m,=S02+K1.D2-X11:4,=S02+S1-E1.1:RD,,,,,,,,
1348,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.11:2,=S02+S1-E2.1,,,,,,,,
1349,=+,,,,,,=S02+K1.D2-X21:3,=S02+K1.D2-X21:3,,,,,,,,
1350,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,3,"1,5",10 m,=S02+K1.D2-X21:3,=S02+S1-E2.1:RD,,,,,,,,
1351,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X21:3,=S02+K1.H1-F1.3:2,,,,,,,,
1352,=+,,,,,,=S02+K1.D2-X21:4,=S02+K1.D2-X21:4,,,,,,,,
1353,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,4,"1,5",10 m,=S02+K1.D2-X21:4,=S02+S1-E2.1:RD,,,,,,,,
1354,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.23:2,=S02+S1-E1.2,,,,,,,,
1355,=+,,H05V-K,,,,=S02+S1-E1.2,=S02+S1-E1.23:1,,,,,,,,
1356,=+,,,,,,=S02+K1.D2-X12:1,=S02+K1.D2-X12:1,,,,,,,,
1357,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,1,"1,5",10 m,=S02+K1.D2-X12:1,=S02+S1-E1.2:RD,,,,,,,,
1358,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.22:2,=S02+S1-E1.2,,,,,,,,
1359,=+,,H05V-K,,,,=S02+S1-E1.2,=S02+S1-E1.22:1,,,,,,,,
1360,=+,,,,,,=S02+K1.D2-X12:2,=S02+K1.D2-X12:2,,,,,,,,
1361,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,2,"1,5",10 m,=S02+K1.D2-X12:2,=S02+S1-E1.2:YE,,,,,,,,
1362,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X12:2,=S02+K1.H1-F1.2:4,,,,,,,,
1363,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.21:2,=S02+S1-E1.2,,,,,,,,
1364,=+,,,,,,=S02+K1.D2-X12:3,=S02+K1.D2-X12:3,,,,,,,,
1365,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,3,"1,5",10 m,=S02+K1.D2-X12:3,=S02+S1-E1.2:BU,,,,,,,,
1366,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X12:3,=S02+K1.H1-F1.3:4,,,,,,,,
1367,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,GNYE,"1,5",10 m,=S02+K1.D2-X12:PE,=S02+S1-E1.2:CASE,,,,,,,,
1368,=+,,,,,,=S02+K1.D2-X12:PE,=S02+K1.D2-X12:PE,,,,,,,,
1369,=+,,H07V-K,BK,6,,=S02+K1.H1-F1.2:1,=S02+K1.H1-V1.2:2,,,,,,,,
1370,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.2:5,=S02+K1.H1-F1.2:3,,,,,,,,
1371,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.2:3,=S02+K1.H1-F1.2:1,,,,,,,,
1372,=+,,,,,,=S02+K1.D2-X12:4,=S02+K1.D2-X12:4,,,,,,,,
1373,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,4,"1,5",10 m,=S02+K1.D2-X12:4,=S02+S1-E1.2:BU,,,,,,,,
1374,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X12:4,=S02+K1.D2-X12:5,,,,,,,,
1375,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X12:5,=S02+K1.D2-X12:6,,,,,,,,
1376,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:12,=S02+K1.D2-X12:6,,,,,,,,
1377,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F1.2:6,=S02+K1.D2-X13:2,,,,,,,,
1378,=+,,,,,,=S02+K1.D2-X12:5,=S02+K1.D2-X12:5,,,,,,,,
1379,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,5,"1,5",10 m,=S02+K1.D2-X12:5,=S02+S1-E1.2:YE,,,,,,,,
1380,=+,,,,,,=S02+K1.D2-X12:6,=S02+K1.D2-X12:6,,,,,,,,
1381,=S02+I1-W122,?LFLEX? CLASSIC 110 7x1.5 mm?,,6,"1,5",10 m,=S02+K1.D2-X12:6,=S02+S1-E1.2:RD,,,,,,,,
1382,=+,,H05V-K,BU,"1,94",,=S02+S1-E1.33:2,=S02+S1-E1.3,,,,,,,,
1383,=+,,H05V-K,,,,=S02+S1-E1.3,=S02+S1-E1.33:1,,,,,,,,
1384,=+,,,,,,=S02+K1.D2-X13:1,=S02+K1.D2-X13:1,,,,,,,,
1385,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,1,"1,5",10 m,=S02+K1.D2-X13:1,=S02+S1-E1.3:RD,,,,,,,,
1386,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.32:2,=S02+S1-E1.3,,,,,,,,
1387,=+,,H05V-K,,,,=S02+S1-E1.3,=S02+S1-E1.32:1,,,,,,,,
1388,=+,,,,,,=S02+K1.D2-X13:2,=S02+K1.D2-X13:2,,,,,,,,
1389,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,2,"1,5",10 m,=S02+K1.D2-X13:2,=S02+S1-E1.3:YE,,,,,,,,
1390,=+,,H05V-K,BU,"0,5",,=S02+S1-E1.31:2,=S02+S1-E1.3,,,,,,,,
1391,=+,,,,,,=S02+K1.D2-X13:3,=S02+K1.D2-X13:3,,,,,,,,
1392,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,3,"1,5",10 m,=S02+K1.D2-X13:3,=S02+S1-E1.3:BU,,,,,,,,
1393,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X13:3,=S02+K1.H1-F1.3:6,,,,,,,,
1394,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,GNYE,"1,5",10 m,=S02+K1.D2-X13:PE,=S02+S1-E1.3:CASE,,,,,,,,
1395,=+,,,,,,=S02+K1.D2-X13:PE,=S02+K1.D2-X13:PE,,,,,,,,
1396,=+,,,,,,=S02+K1.D2-X13:4,=S02+K1.D2-X13:4,,,,,,,,
1397,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,4,"1,5",10 m,=S02+K1.D2-X13:4,=S02+S1-E1.3:BU,,,,,,,,
1398,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X13:4,=S02+K1.D2-X13:5,,,,,,,,
1399,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X13:5,=S02+K1.D2-X13:6,,,,,,,,
1400,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:13,=S02+K1.D2-X13:6,,,,,,,,
1401,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.3:5,=S02+K1.H1-F1.3:3,,,,,,,,
1402,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F1.3:3,=S02+K1.H1-F1.3:1,,,,,,,,
1403,=+,,,,,,=S02+K1.D2-X13:5,=S02+K1.D2-X13:5,,,,,,,,
1404,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,5,"1,5",10 m,=S02+K1.D2-X13:5,=S02+S1-E1.3:YE,,,,,,,,
1405,=+,,,,,,=S02+K1.D2-X13:6,=S02+K1.D2-X13:6,,,,,,,,
1406,=S02+I1-W124,"?LFLEX? CLASSIC 110 7x1,5 mm?",,6,"1,5",10 m,=S02+K1.D2-X13:6,=S02+S1-E1.3:RD,,,,,,,,
1407,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.1:m4,=S02+K1.B1-A1:2,,,,,,,,
1408,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F1.1:m3,,,,,,,,
1409,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.2:14,=S02+K1.B1-A1:3,,,,,,,,
1410,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H1-F1.2:13,,,,,,,,
1411,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F1.3:14,=S02+K1.B1-A1:4,,,,,,,,
1412,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-A1:4,=S02+K1.H1-F2.1:14,,,,,,,,
1413,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F2.1:14,=S02+K1.H1-F2.2:14,,,,,,,,
1414,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F1.3:13,,,,,,,,
1415,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:2,=S02+K1.H1-F2.1:13,,,,,,,,
1416,=+,,H05V-K,BU,"0,5",,=S02+K1.B1-W5(-P1):P1:1,=S02+K1.H1-F2.2:13,,,,,,,,
1417,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:16,=S02+K1.H1-V2.1:PE,,,,,,,,
1418,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.1:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1419,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V2.2:PE,,,,,,,,
1420,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.2:A2,=S02+K1.B1-W5(-P2):P2:2,,,,,,,,
1421,=+,,H05V-K,BU,"1,94",,=S02+S1-E2.11:2,=S02+S1-E2.1,,,,,,,,
1422,=+,,H05V-K,,,,=S02+S1-E2.1,=S02+S1-E2.11:1,,,,,,,,
1423,=+,,,,,,=S02+K1.D2-X21:1,=S02+K1.D2-X21:1,,,,,,,,
1424,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,1,"1,5",,=S02+K1.D2-X21:1,=S02+S1-E2.1:YE,,,,,,,,
1425,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F2.1:2,=S02+K1.D2-X21:1,,,,,,,,
1426,=+,,H07V-K,BK,6,,=S02+K1.H1-F2.1:1,=S02+K1.H1-V2.1:2,,,,,,,,
1427,=+,,H05V-K,BU,"0,5",,=S02+S1-E2.12:2,=S02+S1-E2.1,,,,,,,,
1428,=+,,H05V-K,,,,=S02+S1-E2.1,=S02+S1-E2.12:1,,,,,,,,
1429,=+,,,,,,=S02+K1.D2-X21:2,=S02+K1.D2-X21:2,,,,,,,,
1430,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,2,"1,5",,=S02+K1.D2-X21:2,=S02+S1-E2.1:BU,,,,,,,,
1431,=+,,H07V-K,BK,"1,5",,=S02+K1.D2-X21:2,=S02+K1.H1-F2.2:2,,,,,,,,
1432,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F2.1:4,=S02+K1.D2-X22:1,,,,,,,,
1433,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F2.1:5,=S02+K1.H1-F2.1:3,,,,,,,,
1434,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F2.1:3,=S02+K1.H1-F2.1:1,,,,,,,,
1435,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F2.1:6,=S02+K1.D2-X22:3,,,,,,,,
1436,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,GNYE,"1,5",,=S02+K1.D2-X21:PE,=S02+S1-E2.1:CASE,,,,,,,,
1437,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X21:PE,=S02+K1.D2-X21:PE,,,,,,,,
1438,=+,,,,,,=S02+K1.D2-X21:5,=S02+K1.D2-X21:5,,,,,,,,
1439,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,5,"1,5",,=S02+K1.D2-X21:5,=S02+S1-E2.1:BU,,,,,,,,
1440,=+,,H05V-K,BU,"0,5",,=S02+K1.D2-X21:5,=S02+K1.D2-X21:6,,,,,,,,
1441,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:14,=S02+K1.D2-X21:6,,,,,,,,
1442,=+,,,,,,=S02+K1.D2-X21:6,=S02+K1.D2-X21:6,,,,,,,,
1443,=S02+I1-W126,"?LFLEX? CLASSIC 110 7x1,5 mm?",,6,"1,5",,=S02+K1.D2-X21:6,=S02+S1-E2.1:YE,,,,,,,,
1444,=+,,H07V-K,BK,6,,=S02+K1.H1-F2.2:1,=S02+K1.H1-V2.2:2,,,,,,,,
1445,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F2.2:5,=S02+K1.H1-F2.2:3,,,,,,,,
1446,=+,,H05V-K,BK,"4,00",,=S02+K1.H1-F2.2:3,=S02+K1.H1-F2.2:1,,,,,,,,
1447,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-F2.2:5,=S02+K1.H1-F2.2:7,,,,,,,,
1448,=+,,H05V-K,BU,"1,94",,=S02+S1-E2.21:2,=S02+S1-E2.2,,,,,,,,
1449,=+,,H05V-K,,,,=S02+S1-E2.2,=S02+S1-E2.21:1,,,,,,,,
1450,=+,,,,,,=S02+K1.D2-X22:1,=S02+K1.D2-X22:1,,,,,,,,
1451,=S02+I1-W128,"?LFLEX? CLASSIC 110 3x1,5 mm?",,1,"1,5",10 m,=S02+K1.D2-X22:1,=S02+S1-E2.2:no color,,,,,,,,
1452,=S02+I1-W128,"?LFLEX? CLASSIC 110 3x1,5 mm?",,GNYE,"1,5",10 m,=S02+K1.D2-X22:PE,=S02+S1-E2.2:CASE,,,,,,,,
1453,=+,,,,,,=S02+K1.D2-X22:PE,=S02+K1.D2-X22:PE,,,,,,,,
1454,=+,,,,,,=S02+K1.D2-X22:2,=S02+K1.D2-X22:2,,,,,,,,
1455,=S02+I1-W128,"?LFLEX? CLASSIC 110 3x1,5 mm?",,2,"1,5",10 m,=S02+K1.D2-X22:2,=S02+S1-E2.2:no color,,,,,,,,
1456,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:15,=S02+K1.D2-X22:2,,,,,,,,
1457,=+,,H05V-K,BU,"1,94",,=S02+S1-E2.31:2,=S02+S1-E2.3,,,,,,,,
1458,=+,,H05V-K,,,,=S02+S1-E2.3,=S02+S1-E2.31:1,,,,,,,,
1459,=+,,,,,,=S02+K1.D2-X22:3,=S02+K1.D2-X22:3,,,,,,,,
1460,=S02+I1-W130,"?LFLEX? CLASSIC 110 3x1,5 mm?",,1,"1,5",10 m,=S02+K1.D2-X22:3,=S02+S1-E2.3:no color,,,,,,,,
1461,=S02+I1-W130,"?LFLEX? CLASSIC 110 3x1,5 mm?",,GNYE,"1,5",10 m,=S02+K1.D2-X22:PE,=S02+S1-E2.3:CASE,,,,,,,,
1462,=+,,,,,,=S02+K1.D2-X22:PE,=S02+K1.D2-X22:PE,,,,,,,,
1463,=+,,,,,,=S02+K1.D2-X22:4,=S02+K1.D2-X22:4,,,,,,,,
1464,=S02+I1-W130,"?LFLEX? CLASSIC 110 3x1,5 mm?",,2,"1,5",10 m,=S02+K1.D2-X22:4,=S02+S1-E2.3:no color,,,,,,,,
1465,=+,,H07V-K,BU,6,,=A02+K1.H2-X5:16,=S02+K1.D2-X22:4,,,,,,,,
1466,=+,,H07V-K,GNYE,4,,=A02+K1.H2-X6:13,=S02+K1.H1-V2.3:PE,,,,,,,,
1467,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.3:A2,=S02+K1.B1-W5(-P2):P2:1,,,,,,,,
1468,=+,,H05V-K,BU,"0,5",,=S02+K1.H1-V2.3:A1,=S02+K1.B1-A1:14,,,,,,,,
1469,=+,,H05V-K,BU,"1,94",,=S02+S1-E3.11:2,=S02+S1-E3.1,,,,,,,,
1470,=+,,H05V-K,,,,=S02+S1-E3.1,=S02+S1-E3.11:1,,,,,,,,
1471,=+,,,,,,=S02+K1.D2-X31:1,=S02+K1.D2-X31:1,,,,,,,,
1472,=S02+I1-W132,"?LFLEX? CLASSIC 110 3x1,5 mm?",,1,"1,5",10 m,=S02+K1.D2-X31:1,=S02+S1-E3.1:no color,,,,,,,,
1473,=+,,H07V-K,BK,"1,5",,=S02+K1.H1-F2.3:2,=S02+K1.D2-X31:1,,,,,,,,
1474,=+,,H07V-K,BK,6,,=S02+K1.H1-F2.3:1,=S02+K1.H1-V2.3:2,,,,,,,,
